"SkillID","skills","Skill ID + label","Key","group","Plant doctors","Extension workers","Agri-dealer employees","Foundation","Practitioner","Advanced","level1","level2","level3","Description","Source","Mapped certification"
"S191","Supports FBO's responsivenes to women/men’s needs ","S191 - Supports FBO's responsivenes to women/men’s needs ","PARTICIPATORY APPROACHES","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Is able to identify ways farmer-based organizations (FBOs) can be responsive to women’s and men’s needs. Can explain options for structuring by-laws, rules, and organizational principles to support inclusion and equity. Can describe the importance of inclusion and equity for effective groups and demonstrate how to structure inclusive and equitable by-laws and other formal rules. Is able to work with members and/or leaders of associations to develop inclusive and equitable by-laws, etc.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S192","Tailors information to different target groups ","S192 - Tailors information to different target groups ","GENDER","Plant doctors & Extension workers",1,1,0,0,1,1,,"Practitioner","Advanced","Is able to tailor information about how to access and use different technologies to men and women based on men’s and women’s different roles and responsibilities in the value chain. Is able to work with men and women farmers and entrepreneurs to match available technologies with identified and preferences.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S193","Treat customers ethically","S193 - Treat customers ethically","AGRICULTURAL MARKETING","Agri-dealer employees",0,0,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to handle customers in an honest and transparent manner without criticism or arguments, and rapidly and effectively respond to customer needs and questions","https://www.g-fras.org/en/knowledge/new-extensionist-learning-kit-nelk.html#module-11-agricultural-entrepreneurship",
"S194","Undertake basic safety checks","S194 - Undertake basic safety checks","EXTENSION SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced",,,
"S195","Use appropriate ICTs","S195 - Use appropriate ICTs","ADVISORY SERVICES","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation"," Practitioner"," Advanced","Able to identify different Information and communication technologies (ICTs) such as mobile phones, Internet, social media, radio and television, when and how appropriately to use them. In using ICTs, a user should be able to identify the use of local ICT policy, status of rural connectivity of ICTs, user fees if any, existing communication channels and sources. ","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S196","Use gender sensitive approaches","S196 - Use gender sensitive approaches","GENDER","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to deliver agricultural advisory services by taking account of women’s time and mobility constraints and low literacy levels.
Able to support women to organize and voice their demands for agricultural advisory services.
Able to identify inclusive communication methods accessible to women farmers and
uses participatory approaches.
Able to develop advisory services relevant to men and women farmers and improve service delivery based on feedback from clients. ","https://www.fao.org/policy-support/tools-and-publications/resources-details/en/c/1207160/ ",
"S197","Use records to meet expenses","S197 - Use records to meet expenses","RECORD MANAGEMENT","Agri-dealer employees",0,0,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to use records to monitor transactions, determine repayment to suppliers, creditors and meet and control business operation expenses","agmark",
"S198","Write evaluation reports","S198 - Write evaluation reports","MONITORING AND EVALUATION","Plant doctors & Extension workers",1,1,0,0,1,1,,"Practitioner"," Advanced","Able to write good evaluation report that has all the details about the what, when, where, who, why and how of evaluation, that contains four sections namely: the introduction, methods section, results and conclusions/recommendations","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S199","Write field reports","S199 - Write field reports","EXTENSION SERVICES","Plant doctors & Extension workers",1,1,0,0,1,0,,"Practitioner",,"Able to write field documents that are concise, well-structured and free from grammatical errors, to report activities to supervisors and other stakeholders. This is done by maintaining a diary to note key tasks completed, thinking about basic points that will go into the report, developing the content and structuring it to describe the process  and methods the program followed.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S200","Write for media","S200 - Write for media","COMMUNICATION SKILLS","Plant doctors & Extension workers",1,1,0,0,0,1,,,"Advanced","Able to disseminate information such as best practices, innovations, new tools developed, lessons learnt etc through media channels like newspapers by following effective communication principles that include using simple language, objectivity, writing concisely etc.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S201","Manage relationships with the media","S201 - Manage relationships with the media","COMMUNICATION SKILLS","Plant doctors & Extension workers",1,1,0,0,1,1,,"Practitioner","Advanced","Effectively research journalists with an existing interest in the subject matter, and become familiar with their wider body of work to help form a connection. Be reliable and ready to provide content to fulfill press needs.","Three Strategies For Building Relationships With The Media (forbes.com)",
"S202","Manage conflict","S202 - Manage conflict","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation","Practitioner","Advanced","Able to acknowledge that conflicts exists and address it immediately. Able to  identify the real issue and use multiple approaches to resolve conflicts such as listening to others, avoiding confrontation,  reflecting on other people's point to understand them correctly, allowing both parties express themselves, compromise, directly confront feelings and argue productively.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
